rms_mean,rms_var,amplitude_envelope_mean,amplitude_envelope_var,spectral_centroid_mean,spectral_centroid_var,spectral_rolloff_mean,spectral_rolloff_var,chroma_mean,chroma_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
0.1300118,0.0015966675,0.33239228,0.020983143,1804.7156340756278,298094.3103900048,3646.536283227312,671162.244997912,0.31170988,0.0898278,-141.08891,3126.9941,110.76341,886.506,-27.475183,354.86832,51.973927,101.64174,-8.664053,49.526188,28.615349,65.48173,-1.6129185,51.094307,9.6620865,47.04287,-11.18389,58.876404,6.517714,44.280796,-9.409993,68.76902,-0.12163673,64.87533,-4.9299374,73.62049,-0.15413295,92.51516,-2.6613839,84.5387,-1.8625249,86.78645,-0.023488095,98.234245,-4.2459736,80.75578,-4.2238703,100.78333,-5.637206,133.65535,jazz
0.14744551,0.0037678366,0.36313716,0.031511944,1987.8719219449235,1099250.2077105786,4265.424207563371,6583745.824127608,0.32267648,0.0900367,-170.92262,5328.2104,105.92537,1465.9772,31.060644,937.3537,22.226055,385.21265,12.8146105,237.04327,-5.1669707,369.02454,11.2371025,255.80283,-2.1054718,224.4046,-0.1724929,131.30154,5.0788264,152.46754,-11.54121,118.35138,-3.6240706,119.332924,1.3911012,90.879814,-6.6363363,132.23155,-2.4310408,92.64648,-7.377177,121.662636,-2.553612,111.66367,-1.7130773,100.81281,-6.1377354,118.29625,5.067965,132.0692,pop
0.13448663,0.0052137547,0.27881384,0.026612774,2145.890945678912,950948.894706376,4529.893202670785,4008088.82671611,0.47533035,0.08821424,-148.12135,4682.0854,90.56765,1364.6451,-0.27532336,613.23315,28.855238,377.36578,19.306164,255.15266,15.245031,174.60625,4.281466,97.59764,15.519956,77.08799,1.2726042,86.46024,11.129076,77.662575,8.849079,87.659615,6.316172,73.642334,1.6312523,40.871387,1.4264013,41.546177,-3.4119387,33.624012,1.1954081,34.12568,-0.7235132,38.630226,0.78173167,43.29166,-0.45094883,42.98598,1.7203565,66.53333,hiphop
0.11093488,0.00018379533,0.29537848,0.004346976,2986.823467315231,129377.29233841696,5818.289817597475,380099.51670821646,0.4849302,0.0670547,-76.78499,528.57495,68.00349,226.80853,-11.247029,114.533295,76.363235,209.27882,-17.476349,141.19633,25.336973,60.45908,-17.900314,67.20513,20.368681,63.209686,-21.42049,42.45177,14.217725,38.632534,-15.768945,28.39881,12.524236,21.540339,-18.507431,29.044466,10.831447,23.110647,-13.703334,21.216331,4.864304,20.821093,-11.98036,19.29419,1.6491083,21.306581,-7.645301,24.21448,2.2255213,19.456923,metal
0.08056084,0.0011667399,0.21410736,0.016110174,1546.508468476633,284913.7247247584,2723.583530863003,795478.2341192539,0.32237762,0.08635528,-190.51927,3077.3499,143.9857,948.6461,-28.421675,563.8975,33.79344,215.04564,-1.2972339,76.304726,-2.3015273,53.793587,-5.643836,51.81646,-3.640014,39.13369,-10.529327,50.805286,-2.8581395,44.499454,-7.707229,79.374725,-8.583432,46.57105,-5.3038983,56.581184,-4.025823,57.936527,-4.786987,52.352287,-5.7614465,56.504482,-3.8844845,65.00074,-3.6434102,61.15296,-7.224798,104.60079,-7.6945863,101.298996,jazz
0.14293236,0.0047537033,0.3573776,0.04482002,3086.1860008884605,1296085.494951788,6572.1602590460525,4654037.70072687,0.43271825,0.086012155,-94.140526,6264.291,68.22994,1070.9541,3.97548,743.5035,7.6313868,506.8571,12.791034,393.3334,-3.185735,209.25223,-3.9074442,189.18521,3.8176005,141.6212,-6.1216516,165.37451,-0.3518424,126.94829,0.33756325,154.5675,-4.6744213,87.26381,-3.0098026,94.51331,-2.9692574,80.20782,-3.1980948,86.07907,-4.9229474,106.517586,-5.001903,74.837,1.3904978,75.57863,-2.0881765,82.88078,-2.0886397,56.332577,reggae
0.04471866,0.00039484387,0.1132251,0.0029969334,2192.705779019592,128993.78645986867,4066.492077145414,389989.2382848237,0.22580075,0.086083844,-251.3183,3221.049,88.73774,229.38359,-41.7524,144.58717,37.908646,65.925186,-12.024274,112.45356,21.6241,79.78428,-5.8539314,128.92603,25.719711,132.80135,-5.185972,213.27121,14.30118,207.80386,-7.5509515,243.39415,10.464781,217.75464,-4.928892,235.02484,5.2614264,162.69646,0.29795006,90.22961,3.31159,56.163742,1.264341,68.64617,4.76849,109.58013,-2.0682452,121.17059,1.1370711,188.14343,classical
0.10510129,0.0025823922,0.22501862,0.0128608905,1418.2807056387023,546203.2306057648,2881.0659119219235,2608057.6062695654,0.34243292,0.092057645,-207.34694,5177.528,134.66907,1106.445,-9.072053,724.5683,38.461567,426.94873,6.2944055,398.19604,22.612717,184.53822,-8.297777,313.8045,16.307375,151.72473,-8.460724,121.39273,4.16075,140.07167,-4.3510094,110.980804,6.347874,92.32423,-6.9025645,87.68883,0.95777583,63.225872,-0.9435607,67.42706,-2.5334957,65.30933,-6.1084275,65.610435,2.4835787,65.26684,-6.1686316,73.36195,-4.584957,42.21523,reggae
0.13900022,0.004485214,0.33856472,0.03443588,2241.454932141381,392405.13273600966,4490.681178798616,1579289.3706570645,0.5105759,0.077138,-95.3391,6463.8354,92.06636,432.60748,-28.061176,992.8659,52.796284,93.9878,-3.018975,136.96909,25.395771,124.23902,-6.135991,125.42006,20.098093,86.01938,-10.223874,67.708015,12.41114,70.25103,-8.270396,47.19829,11.693288,42.45145,-9.268384,54.161903,2.805844,42.54913,-4.433479,36.231003,5.498817,27.065678,-6.2805414,37.113407,3.8303192,32.948627,-0.424016,49.875282,4.660675,24.271255,metal
0.12425735,0.0026341942,0.3320535,0.029691977,2252.122477978003,227122.82339246199,4558.63910119969,1109991.4615819494,0.3531612,0.08729428,-95.872894,3001.9744,103.33598,371.2785,-36.4608,429.04437,27.1251,238.73186,-22.873161,196.4433,9.985935,217.68428,-24.656694,115.8219,15.670155,89.62922,-20.151213,73.72389,18.746262,68.88349,-18.563173,58.958736,9.864556,71.73882,-15.108639,75.18142,3.8944142,56.606606,-11.188668,48.12359,0.5124213,51.196007,-5.4709244,44.385292,3.1176531,57.574375,-7.906384,60.13119,2.9722521,86.68566,disco
0.22711194,0.008319373,0.55143905,0.05042972,3271.2458605975758,868043.2232060363,6883.5083763665825,2876554.179691211,0.48733836,0.08453827,-25.935339,3188.2415,60.872036,758.9911,6.071953,680.865,17.717197,230.1086,5.13251,178.86943,10.431291,129.31085,2.4501173,114.344246,4.9244223,100.398895,8.108929,97.486984,3.8508592,105.997314,-0.1861474,76.64437,7.252811,62.885967,4.9468403,86.04937,0.9169612,66.10547,-2.2947693,49.486378,1.5526828,48.384247,0.21936408,65.74078,1.9272804,73.72072,2.3685062,66.24597,5.434199,68.96346,pop
0.17267226,0.0015527951,0.41123018,0.012167774,1579.0127661124945,119548.55179116536,2967.2070577048667,570622.4547911901,0.2589833,0.084441915,-117.8876,1550.4116,122.55041,723.8756,-13.149182,214.07233,26.755905,61.618244,4.313922,79.40236,6.866731,74.50463,-6.8144393,43.621662,-0.33922073,54.817307,-8.199784,74.94541,-5.0079026,91.133224,-4.495015,100.27386,0.12167708,127.53829,-4.6518903,108.892006,2.8487961,92.25174,-4.971283,136.96388,5.5497994,199.81537,-1.2209271,130.48683,3.5765634,147.58574,-0.34301418,133.42737,0.49348435,154.154,jazz
0.10891584,0.0013992998,0.25383082,0.016659144,3079.1103340087907,1317102.0701028593,7003.240985693208,4566990.967616093,0.50688887,0.084044196,-144.97781,6566.4204,66.671524,1117.9205,44.280056,642.0097,22.528505,456.34045,6.5213594,226.53308,8.85033,126.24961,11.895541,136.06166,5.837181,89.51858,3.0436742,78.540535,6.451863,96.456505,3.56229,77.94561,2.5228522,62.902,3.8309376,56.774586,3.7200966,49.58073,6.821516,60.027645,5.0689015,81.37038,0.4771591,52.771927,1.0826526,37.17863,1.9560732,54.835308,-0.075646035,37.805172,hiphop
0.2042707,0.0019195367,0.48736888,0.01254926,2174.1604935047117,570461.9655463778,4348.07370779315,2578226.800647368,0.3769877,0.08378951,-57.75979,1337.1653,95.76648,823.8119,-10.109319,414.27032,40.979637,193.22061,13.979035,133.6319,-0.9898583,171.42764,-0.18847127,107.00304,7.4250784,100.90501,-3.6333375,103.60408,9.54514,80.60195,-2.9410644,74.62041,2.4362514,80.11866,1.9947801,53.288246,-1.2870497,85.47224,1.3565392,51.67783,4.4236846,61.059113,-6.5204806,63.730507,-0.034598526,47.372093,-1.4115794,41.11413,-3.0789084,51.755867,country
0.09364971,0.0003869849,0.24853553,0.005584597,2463.4494582050966,123198.55036766299,4547.580834734182,717111.2548570349,0.43660557,0.08138871,-93.59133,702.53015,89.89402,233.50388,-55.902695,155.30576,51.637325,55.602005,-5.558396,67.10329,28.777815,71.72194,-13.892873,57.128803,27.350773,55.19911,-15.316164,61.006687,22.829412,45.28597,-12.410712,39.789013,9.704986,34.07434,-19.730852,36.400814,-0.77918744,42.410217,-9.100343,48.63939,12.41412,43.070774,-5.453556,50.20603,4.238625,42.698856,-10.8701935,33.216908,-2.9501216,36.49132,metal
0.12256441,0.0015880949,0.2631636,0.008639399,2330.8396284977375,276720.08849961875,5837.598034176664,1157662.7572788221,0.4777827,0.08198089,-144.99234,1917.0754,84.061775,280.76102,10.848204,445.62766,43.601334,186.13727,6.2819,355.79077,36.12911,118.70443,-14.662279,131.50752,26.805468,111.87558,-10.336029,78.36933,24.696184,76.70086,-8.72415,66.060776,18.79265,55.716755,-4.396879,95.55023,9.877954,66.65825,-8.135771,52.294712,8.817563,51.057602,-7.8857174,49.304028,2.8736496,67.30958,-4.346152,51.744328,-1.1175039,51.443947,hiphop
0.15775262,0.004299591,0.37853166,0.035144463,2032.120014161525,191062.76565371692,4023.509003724845,772719.8726868154,0.4328375,0.08770637,-98.69757,3334.2988,104.80118,339.91693,-35.10867,349.29282,60.695045,284.70898,-2.8393273,155.06422,22.231003,125.8831,-7.8374567,108.238235,19.03072,104.45468,-11.578803,51.36731,17.021759,105.1421,-5.3873515,57.83573,12.199111,67.97629,-9.960819,58.17575,0.35878798,55.40564,-4.2613454,43.390446,6.1379223,44.31632,-4.8302402,56.966537,1.4995236,43.514015,-1.4942471,69.95037,3.505638,40.352997,blues
0.20868327,0.0018220631,0.42898086,0.017251099,1345.888255138597,476709.4701525003,2939.2572267136707,2553450.553271542,0.37273654,0.08940849,-127.97257,3186.0134,134.44722,829.14136,1.025668,451.1488,54.43773,154.71957,-0.46697676,161.22003,35.82834,102.45777,-10.860185,133.23796,16.379753,43.601322,-10.032896,113.10351,6.6001406,87.66805,-6.6998053,66.425125,11.046619,67.35137,-8.382891,65.66416,2.1126204,52.5377,-6.3423553,39.340633,0.9954606,37.758465,-5.329534,46.313675,-0.84124935,43.075424,-4.668554,27.082296,-4.7869077,27.652872,rock
0.11095126,0.0005276601,0.26037145,0.006491664,2302.0756478879343,204961.97789495476,5188.535292303599,562439.341325269,0.37768537,0.0924794,-159.56772,2440.647,69.78482,240.24892,-4.3918796,515.4823,76.85114,111.58428,3.9159086,118.92935,45.167534,41.01623,-4.867353,58.172165,32.200516,45.098503,-9.796341,68.40437,7.8125114,67.00046,-21.826967,72.39408,9.68244,40.613186,-2.5915892,79.546074,3.3045382,78.97772,-14.970442,67.13793,10.23226,81.96003,-4.08953,67.36262,-5.8507586,96.02576,-2.4700005,164.27568,6.6611314,109.1365,blues
0.10031754,0.0012476534,0.23423871,0.008918572,971.547588006961,59187.921261135154,1795.922473635836,401354.8427763417,0.27724737,0.09260468,-228.39198,3050.991,170.40265,438.43344,-16.07386,454.75446,43.96471,111.00573,1.1009046,55.211746,3.996799,47.618984,1.0781354,62.03426,-7.204605,30.388977,-12.514963,47.048725,-4.4187326,40.16298,-6.0696063,41.019108,-1.3367635,34.45224,-3.1518416,33.30162,-6.473728,36.286476,-3.3002408,35.44015,2.1554031,62.97995,-2.3049686,42.145584,-7.364892,56.06997,-5.195212,44.436207,-2.8603556,48.663048,jazz
0.18443452,0.009693522,0.43011868,0.053405255,2550.135383866737,482531.3955239028,5585.291226508079,1942665.3082968374,0.3233638,0.10402923,-91.88631,5399.2725,87.60406,521.39294,-2.0581753,611.91516,34.285538,247.45428,-18.153368,228.19055,19.344702,249.8109,-14.697328,141.47714,17.116173,147.32121,-15.334747,85.11499,17.040913,121.73931,-13.55869,148.33379,11.848034,121.24231,-9.81162,139.44011,9.113958,109.65751,-11.469915,112.29762,-1.0519091,73.322754,-11.64962,83.99061,0.29344082,104.26488,-1.2797364,116.03176,0.09898164,87.74896,disco
0.07821867,0.0016654418,0.20441361,0.01583119,1617.8954526280595,159827.5207505194,3104.056230196643,441781.9857350582,0.3082287,0.08949675,-216.31119,7651.11,134.98279,383.9136,-35.480675,867.858,61.595497,153.47015,-14.545805,218.109,11.046171,94.93519,1.2093089,73.85933,10.962497,100.97503,-8.294633,106.67751,-1.4437149,113.86039,0.1224874,111.30407,8.281558,151.27531,-4.5786414,111.83185,0.567787,143.6679,-6.1023593,100.0468,0.20412983,81.49409,-0.59292084,77.3075,-5.0357046,87.9229,-1.2523046,121.28725,-7.2209473,148.43391,jazz
0.13348536,0.006077605,0.29898387,0.043816883,2518.6680120349943,577884.2922825926,5496.225098412104,2517033.087584628,0.34565118,0.09727178,-111.61652,4857.4116,85.579094,779.93176,3.5153577,301.70865,16.35747,287.40054,2.2059443,239.6114,5.980132,124.06199,-5.045757,158.18861,-3.962524,88.44825,-0.096168354,119.43675,1.5746027,91.929565,-5.793351,98.48169,-5.0871906,65.68472,-0.20802827,76.1629,-4.411729,65.80514,-0.77683467,64.881615,1.5563339,68.68016,0.36258048,56.773056,0.57528263,54.50549,-0.6926282,58.002964,-1.8156012,57.971725,pop
0.046762493,0.0015434178,0.11416846,0.010521141,1504.4850155324564,554624.7448712402,2800.499732427922,2686122.5805036062,0.3444932,0.084989205,-251.99103,12151.3955,137.88876,1466.3333,-11.156676,731.3878,8.355846,120.01318,0.7175982,117.38846,1.588884,53.250835,-3.736992,56.286686,-4.1388264,38.27729,-5.510426,43.553036,-2.6428099,37.512867,-3.535575,43.08078,-3.1450665,59.140377,-1.8456104,43.812435,-0.99968755,41.209225,-2.588094,48.90582,-1.9635668,50.301662,-1.5052292,41.115856,0.21605925,55.66498,-1.9949425,50.034275,-3.3498683,49.890846,jazz
0.170098,0.0037623958,0.41149256,0.032223716,2375.5535392574907,317152.98657442414,4898.312047243857,958584.9634201351,0.5163209,0.07512527,-66.66679,2115.242,88.367165,422.34656,-27.544342,410.17487,53.177696,192.7221,-9.20226,164.87746,27.959316,121.80826,-8.114095,110.157326,26.28682,66.85913,-8.239136,68.70597,12.685691,68.65272,-7.13096,54.974174,13.688373,52.905132,-8.364938,36.351078,7.9673624,39.38123,-6.2975745,41.497036,8.1210785,49.32867,-4.975645,32.405632,6.161322,37.851425,0.36444414,53.13644,2.6937668,34.70607,metal
0.17211172,0.009286078,0.42898396,0.06677612,2639.59187801044,1032116.0875521116,5626.524310510594,4209312.405448611,0.27737412,0.101087585,-145.92575,4414.804,62.53524,1647.7615,-23.114868,1786.6838,-18.786009,545.1559,-14.782013,453.39145,-28.421488,245.31555,3.1344159,229.7326,-24.940002,266.34485,-13.637032,249.2934,-4.6073895,206.29482,-24.383535,168.97197,-15.806172,117.85985,-17.455078,152.88162,-11.709296,495.70734,-8.264144,321.38657,-13.850937,386.99423,-9.910087,205.1649,-11.985029,201.6383,-5.035616,278.67538,-2.9024737,258.27408,pop
0.017124044,4.500208e-05,0.038751796,0.00029461135,983.7618406456091,47050.68900807136,1852.522131385449,292780.0825204206,0.26717928,0.088468544,-406.96542,3314.43,163.13947,219.94055,-2.4138153,413.54074,32.456657,85.766235,7.907838,95.80499,9.677142,59.95659,-5.489042,75.562065,9.523497,36.973175,-3.1028214,37.18943,10.209687,50.87227,-10.385391,92.643654,-5.3867087,86.38818,-8.080066,87.10169,-2.0579,91.06114,0.3721493,65.51044,3.411156,71.56925,3.4882953,96.69696,7.39557,88.293755,6.4349704,109.972015,0.18093638,113.33588,classical
0.09202425,0.00042428225,0.23348503,0.005682279,2644.8797461791337,86278.21192987019,5176.952029012674,127461.4860110037,0.4443258,0.08139349,-104.97826,464.92065,80.70867,145.48364,-28.533834,97.52758,66.800766,68.6053,-20.704025,78.94523,29.11902,43.1627,-9.355721,69.14029,22.353577,46.00809,-12.043808,41.734768,13.592499,24.046932,-14.734194,24.241081,11.049198,29.38895,-15.269818,19.787842,5.3051586,25.450542,-14.498409,27.826248,4.748712,18.567244,-11.4545145,19.518915,-0.118270405,25.202188,-6.5025277,20.140001,-2.673578,18.765015,metal
0.060589816,0.0012755013,0.15262306,0.01213596,1465.5161216965355,143263.74523402067,2820.98294190209,737162.123824912,0.2494863,0.08759498,-259.8296,2788.9148,123.20836,669.06396,-6.4112997,366.0581,37.575974,183.99881,-2.9846902,82.2543,13.062033,108.753654,-14.09377,86.150986,5.306913,72.866745,-11.979528,75.66898,3.5143046,52.55684,-9.639545,53.18312,5.3404865,67.66803,-7.8407803,60.316284,3.2650988,63.69647,-0.5539105,124.73625,2.8862455,109.869095,-0.02954092,113.67857,2.1029868,160.1472,1.1109306,136.92876,2.9338825,95.93918,jazz
0.1664755,0.002356631,0.45070505,0.036061864,2253.2506819542054,316471.5274634788,4798.970981279025,1308860.0326237055,0.38583264,0.084268495,-68.62351,1460.0497,101.354126,491.72696,-16.908741,301.76077,51.526352,289.87643,-10.228339,184.55968,20.050034,151.35388,-21.784996,120.45288,15.524762,96.08673,-18.795237,98.015945,16.359055,100.71955,-17.893854,95.200195,12.126649,58.351078,-13.205329,63.024612,3.8833323,65.07233,-8.886962,42.921673,5.0211496,42.170326,-9.8277445,52.45084,6.536147,40.11396,-4.5069447,45.585403,-1.8084126,29.599026,country
0.12268789,0.001557975,0.3137258,0.01688545,2417.457577864453,353120.7656668953,5384.717439350329,1413476.8104687498,0.44086853,0.08250376,-91.597725,1844.4536,99.463974,424.53183,-8.991621,267.836,40.185043,204.94391,-18.037636,144.44365,22.567217,122.00372,-21.956272,116.80851,15.782541,94.365234,-25.665386,63.668095,17.664223,57.95569,-13.675539,53.352367,15.635084,72.059654,-15.469164,48.99903,4.5212984,44.24708,-10.157356,55.653736,0.4606566,49.110363,-10.151421,40.068962,4.796902,45.100475,-6.8835435,47.387234,-0.9924837,41.13468,disco
0.13174523,0.0055352026,0.27705422,0.029865801,1451.8494584581754,449937.66238267935,2955.7654602239745,1630564.829502154,0.30731446,0.092849135,-179.42007,6575.454,136.4421,1479.9727,-26.644339,590.9773,39.97959,353.15915,5.3018146,650.4475,10.921237,136.36313,-20.555347,163.70146,8.507477,151.47868,-11.35436,172.0249,-3.4690983,178.41542,-8.414114,147.66684,-6.956976,83.777534,-3.548349,93.33137,-8.051682,57.466633,-8.9604845,82.29772,-8.421077,70.47699,-10.5585985,52.032326,-10.790194,60.5192,-4.7007947,65.58995,-8.638816,56.33534,blues
0.24087685,0.017008211,0.5104278,0.06355114,3940.3499208914445,1351610.3829588532,8259.450056235488,1431354.141208994,0.43286315,0.094372354,-56.091187,4991.331,36.468166,1156.0695,11.94532,639.5899,-6.4417524,483.64676,3.7781627,385.17432,5.284157,306.6833,3.3947845,168.03845,4.2650976,217.7306,7.9939175,140.61145,5.864428,157.21999,1.5971135,111.68653,4.8613906,107.007935,0.49247718,108.35557,2.506001,93.51433,0.2759791,83.932976,-2.591558,106.608894,-1.4281116,66.28489,-1.8711603,62.747993,-5.3898835,69.32641,-4.313989,74.93198,pop
0.20384075,0.0014575089,0.47567436,0.0076262904,2926.865766278933,277618.05280121736,6172.429342830882,1170841.8401163407,0.41735208,0.082777135,-24.692423,756.0686,62.388374,253.85445,-7.7689857,233.4955,28.530289,132.34767,10.947266,80.79886,5.6092887,86.28645,0.032920826,66.92443,13.834209,67.92384,3.0137305,65.35636,9.866081,95.01069,0.8187443,69.237885,5.8707213,57.308945,-1.2669299,61.298363,2.994797,60.395718,0.94076455,45.636414,2.08431,59.307144,3.0438795,46.16623,3.0530632,50.101913,-0.13393754,59.41728,3.6150692,68.15683,country
